"","Season","Name","Team","Position","Started","Games","FantasyPoints","Minutes","FieldGoalsMade","FieldGoalsAttempted","FieldGoalsPercentage","EffectiveFieldGoalsPercentage","TwoPointersMade","TwoPointersAttempted","TwoPointersPercentage","ThreePointersMade","ThreePointersAttempted","ThreePointersPercentage","FreeThrowsMade","FreeThrowsAttempted","FreeThrowsPercentage","OffensiveRebounds","DefensiveRebounds","Rebounds","OffensiveReboundsPercentage","DefensiveReboundsPercentage","TotalReboundsPercentage","Assists","Steals","BlockedShots","Turnovers","PersonalFouls","Points","TrueShootingAttempts","TrueShootingPercentage","PlayerEfficiencyRating","AssistsPercentage","StealsPercentage","BlocksPercentage","TurnOversPercentage","UsageRatePercentage","PlusMinus","DoubleDoubles","TripleDoubles","PPG","RPG","APG"
"926",2017,"Nemanja Bjelica","MIN","PF",1,65,1340.2,1818,230.9,544.3,64.8,76.9,145.3,273.7,81.2,85.6,270.6,48.3,68.8,93.3,112.8,88.7,285.9,374.6,13.1,28.4,18.3,120.8,61.2,30.6,90.2,235.5,616.2,585.4,80.4,18.6,14.7,4,3.4,20.4,25.3,-19.9,9.4,0,9.5,5.8,1.9
"927",2017,"Karl-Anthony Towns","MIN","C",82,82,5671.7,4633,1226.3,2261.4,82.9,88.1,1071.8,1840.9,89,154.4,420.5,56.1,544.3,654.4,127.2,454.1,1085.6,1539.7,17.2,42.4,29.6,336.4,88.7,157.5,324.1,368.5,3151.3,2549.3,94.5,42.4,20.1,2.3,6.8,17.2,42.2,-36.7,94.8,2.3,38.4,18.8,4.1
"928",2017,"Emmanuel Mudiay","DEN","PG",41,55,1725.2,2148,318,844,57.6,65.4,232.4,571.8,62.1,85.6,272.2,48.2,200.3,255.3,119.9,45.9,227.8,273.7,5.5,17.8,10.7,331.8,62.7,19.9,188.1,145.3,922,956.4,73.7,19.6,33.4,3.3,1.7,25.1,34.8,-201.8,2.3,0,16.8,5,6
"929",2017,"Andrew Harrison","MEM","SG",18,72,1457.7,2252,178.9,550.4,49.7,58.6,113.1,311.9,55.5,65.7,238.5,42.2,226.3,296.6,116.7,35.2,174.3,209.5,4,13.9,12.4,302.7,82.6,33.6,130,296.6,649.8,681,72.9,14.6,30.6,4.5,3.3,24.5,25.1,-39.8,0,0,9,2.9,4.2
"930",2017,"Sam Dekker","HOU","SF",2,77,1585,2170,310.4,655.9,72.3,83,218.6,370,90.4,91.7,285.9,49.1,58.1,104,85.5,143.7,289,432.7,11,22.2,16.6,116.2,58.1,33.6,62.7,126.9,770.6,701.7,83.9,22.9,11.8,3,2.9,12.5,22.9,116.2,0,0,10,5.6,1.5
"931",2017,"Boban Marjanovic","DET","C",0,34,591,448,110.1,201.8,83.3,83.3,110.1,201.8,83.3,0,0,0,71.9,88.7,123.8,70.3,128.4,198.8,25.2,49.6,37,13.8,14,18.3,15.3,38.2,292,240.8,92.7,46.9,12.4,2.4,8,13.9,38.8,48.9,11.7,0,8.6,5.8,0.4
"932",2017,"Justin Anderson","PHI","SG",10,75,1515.9,1876,284.4,666.6,65.3,75.4,195.7,371.5,80.6,88.7,295.1,46,156,197.2,120.9,105.5,272.2,377.7,14.4,24.5,17,100.9,64.2,35.2,100.9,166.7,813.4,753.4,82.6,23.4,13.1,3.9,3.5,18.1,30.4,-298.2,2.3,0,10.8,5,1.3
"933",2017,"Maurice Daly Ndour","NY","SF",4,32,329.7,506,59.6,128.4,70.9,72.8,58.1,117.7,75.5,2.3,10.7,21.9,29.1,39.8,111.8,33.6,62.7,96.3,10.9,20.4,15.7,12.2,22.9,10.7,21.4,45.9,149.8,145.9,78.4,18.2,8.1,5.3,4,19.6,22,-3.1,2.3,0,4.7,3,0.4
"934",2017,"Larry Nance Jr.","LAL","PF",7,63,1875.3,2203,290.5,555,80,82.1,275.2,500,84.1,15.3,55,42.5,90.2,122.3,112.8,185,380.7,565.7,13.5,29.9,21.4,148.3,125.4,61.2,85.6,227.8,686.5,608.8,86.2,26.1,15,6.5,5.3,18.8,20.7,-203.4,10.7,0,10.9,9,2.4
"935",2017,"Devin Booker","PHO","SG",78,78,3623.7,4174,926.6,2186.5,64.8,72.8,701.8,1567.2,68.5,224.8,619.2,55.5,561.1,674.3,127.2,71.9,310.4,382.2,4.3,12.7,11.6,409.8,110.1,30.6,370,370,2639.1,2483.2,81.2,25,24.9,2.9,1.4,19.8,43.9,-344,0,0,33.8,4.9,5.3
"936",2017,"Salah Mejri","DAL","C",11,73,1148.7,1384,134.6,209.5,98.2,98.2,133,204.9,99.2,2.3,7,50.9,55,93.3,90.2,146.8,325.7,472.5,18,43.9,30.3,19.9,48.9,94.8,61.2,232.4,325.7,250.5,99.2,23,5.1,4.3,14.4,30,16.3,-27.5,2.3,0,4.5,6.5,0.3
"937",2017,"T.J. McConnell","PHI","PG",51,81,2730,3261,360.8,782.8,70.5,72.3,344,698.8,75.2,16.8,84.1,30.6,111.6,137.6,124,58.1,324.1,382.2,4.6,16.8,15.1,818,203.4,15.3,243.1,212.5,850.1,843.4,77.1,23.5,57.4,7.1,0.9,34.2,22.2,-484.7,11.7,0,10.5,4.7,10.1
"938",2017,"Jordan McRae","CLE","SG",4,37,386.4,586,88.7,229.4,59.2,68.3,61.2,151.4,61.8,27.5,78,54,41.3,52,121.4,14,53.5,62.7,4.2,14.9,13.7,29.1,12.2,14,21.4,47.4,246.2,252.2,74.6,16.8,11.3,2.4,2.9,12,31.9,-91.7,0,0,6.7,1.7,0.8
"939",2017,"Denzel Livingston","CHI","PG",0,26,245.6,454,42.8,133,49.2,66.8,13.8,42.8,49.1,29.1,90.2,49.2,10.7,12.2,133.8,2.3,56.6,58.1,0.8,20.6,10.5,24.5,15.3,2.3,19.9,38.2,125.4,138.4,69.3,10.1,11.6,4,0.6,19.2,23.3,-53.5,0,0,4.8,2.2,0.9
"940",2017,"Briante Weber","CHA","PG",0,20,221.7,312,38.2,91.7,63.8,66.2,36.7,76.4,73.4,2.3,15.3,15.3,16.8,24.5,105.2,12.2,26,38.2,10,14,10.2,33.6,19.9,2.3,12.2,24.5,94.8,102.5,70.8,19.4,24.9,7.5,1,16.3,25.4,-76.4,0,0,4.7,1.9,1.7
"941",2017,"Dario Saric","PHI","PF",36,81,2934.8,3255,582.5,1417.4,62.8,71.6,420.5,896,71.7,162.1,521.4,47.6,259.9,333.3,119.3,169.7,613.1,782.8,13.4,31.8,20.3,278.3,90.2,45.9,281.3,247.7,1587.1,1564,77.5,23,21.8,3.2,2.6,23.3,37.8,-469.4,15.3,0,19.6,9.7,3.4
"942",2017,"Rodney Mcgruder","MIA","SG",65,78,1621.8,3004,290.5,701.8,63.3,75.2,178.9,367,74.6,111.6,334.9,50.9,67.3,108.6,94.8,143.7,247.7,391.4,12.2,14.1,11,191.1,68.8,27.5,87.2,214.1,759.9,749.6,77.5,14.9,13.6,2.7,1.7,15.9,19,10.7,0,0,9.7,5,2.4
"943",2017,"Alan Williams","PHO","PF",0,47,1245.4,1081,211,408.2,79,79,211,406.7,79.4,0,2.3,0,107,171.2,95.6,143.7,299.7,443.4,21.5,47.3,34,35.2,42.8,52,58.1,191.1,529,483.6,83.6,32.9,12.1,4.4,9.1,16.4,32.2,4.7,22.9,0,11.3,9.4,0.7
"944",2017,"Marquese Chriss","PHO","PF",75,82,2179,2665,434.2,966.3,68.7,77.4,324.1,623.8,79.5,110.1,342.5,49.1,172.8,276.7,95.4,148.3,383.8,532.1,13.7,24.6,16.6,90.2,102.4,107,165.1,402.1,1151.3,1088.1,80.9,21,11.9,4.3,7.6,20.1,30.2,-584.1,7,0,14,6.5,1.1
"945",2017,"Stephen Zimmerman","ORL","C",0,19,125.4,164,15.3,47.4,49.4,49.4,15.3,47.4,49.4,0,0,0,7,11.7,91.7,16.8,36.7,53.5,16.5,38.2,27,9.4,4.7,11.7,7,26,35.2,50.8,53.2,12.9,12.4,2.2,8.7,12.7,22.7,-61.2,0,0,1.9,2.8,0.5
"946",2017,"Wade Baldwin","MEM","PG",1,33,403.2,618,55,174.3,48.3,50.9,50.5,140.7,54.9,7,33.6,20.8,47.4,56.6,128.1,16.8,53.5,70.3,7.1,15.5,15.2,93.3,27.5,10.7,59.6,61.2,162.1,199.2,62.1,11.5,34.9,5.4,3.9,35.2,29.2,-212.5,0,0,4.9,2.1,2.8
"947",2017,"Patrick Mccaw","GS","SG",20,71,881.8,1641,162.1,374.6,66.2,78.6,99.4,186.5,81.5,62.7,188.1,50.9,44.3,56.6,119.9,33.6,120.8,154.4,5.6,11.6,12.1,117.7,48.9,22.9,55,94.8,431.2,399.5,82.4,15.6,13.8,3.4,2.5,18.5,18.3,-64.2,0,0,6.1,2.2,1.7
"948",2017,"Tyler Ulis","PHO","PG",15,61,1419.5,1716,281.3,669.7,64.2,67.7,249.2,548.9,69.4,32.1,120.8,40.7,84.1,108.6,118.5,32.1,116.2,148.3,4.6,11.5,11,345.6,73.4,11.7,117.7,111.6,678.9,717.5,72.3,22.3,46.6,4.8,0.8,21.5,31.3,-217.1,14,0,11.1,2.4,5.7
"949",2017,"Diamond Stone","LAC","C",0,7,26.3,37,7,19.9,35.3,35.3,7,19.9,35.3,0,0,0,9.4,9.4,152.9,2.3,11.7,14,11.1,34.3,21.1,0,0,2.3,4.7,11.7,15.3,22.6,50.9,1.1,0,0,7.9,18.2,47.6,-41.3,0,0,2.2,2,0
"950",2017,"Kay Felder","CLE","PG",0,42,492.6,589,94.8,241.6,59.9,63.9,84.1,207.9,61.8,10.7,33.6,48.6,53.5,74.9,109.2,7,58.1,62.7,2.1,16.1,13.7,88.7,27.5,10.7,45.9,58.1,253.8,274.5,70.6,19.6,34.7,5.5,3.4,21.9,37.2,-81,0,0,6,1.5,2.1
"951",2017,"Timothe Luwawu","PHI","SG",19,69,1138.8,1818,221.7,550.4,61.6,72.2,145.3,304.3,72.9,76.4,246.2,47.6,160.5,188.1,130.6,39.8,188.1,227.8,5.6,17.4,10.6,113.1,48.9,15.3,113.1,235.5,680.4,633.2,82.1,15.5,14.5,3.1,1.5,23.2,27.3,-87.2,0,0,9.9,3.3,1.6
"952",2017,"Malachi Richardson","SAC","SG",0,22,194.3,303,42.8,104,63,72,30.6,61.2,76.4,12.2,42.8,43.7,22.9,29.1,120.6,7,30.6,35.2,4.1,17.6,10.2,16.8,11.7,2.3,12.2,35.2,120.8,116.8,78.9,16.6,13.3,3,1.1,14.5,29.6,-26,0,0,5.5,1.6,0.8
"953",2017,"Joel Bolomboy","UTA","PF",0,12,77.4,80,13.8,24.5,85.9,95.6,12.2,18.3,102,2.3,9.4,38.2,7,14,76.4,9.4,21.4,27.5,13.8,45.8,30.2,4.7,2.3,4.7,4.7,2.3,33.6,28.5,91,31.1,14.9,2.3,7.2,14.8,28.3,18.3,0,0,2.8,2.3,0.4
"954",2017,"Ben Bentil","DAL","PF",0,3,3.3,14,0,7,0,0,0,4.7,0,0,2.3,0,0,0,0,0,4.7,4.7,0,37.8,18,0,0,0,2.3,2.3,0,7,0,-24.7,0,0,0,38.2,29.4,-18.3,0,0,0,1.6,0
"955",2017,"Isaiah Whitehead","BKN","SG",26,73,1625.6,2512,311.9,775.2,61.5,68.2,244.6,548.9,68.2,67.3,226.3,45.4,139.1,172.8,123.1,47.4,229.4,276.7,4.7,14.6,13.6,293.6,65.7,55,218.6,267.6,830.2,851.2,74.6,13.8,27,2.9,3.9,31.2,28,-175.8,2.3,0,11.4,3.8,4
"956",2017,"Michael Gbinije","DET","SG",0,9,16.2,47,2.3,15.3,15.3,15.3,2.3,14,25.5,0,9.4,0,4.7,4.7,152.9,4.7,2.3,7,10.2,8.4,12.1,4.7,0,0,0,4.7,9.4,16.6,27.8,-2.2,12.2,0,0,0,23.4,-4.6,0,0,1,0.8,0.5
"957",2017,"Chinanu Onuaku","HOU","C",1,5,52.8,78,11.7,10.7,109.2,109.2,11.7,10.7,109.2,0,0,0,9.4,9.4,152.9,4.7,12.2,15.3,9.9,25.9,16.2,7,7,2.3,9.4,14,21.4,13.4,119,21.4,12,6.5,3.6,47.9,16.1,-68.8,0,0,4.3,3.1,1.4
"958",2017,"Georgios Papagiannis","SAC","C",0,22,419.6,543,85.6,156,83.9,83.9,85.6,152.9,85.6,0,4.7,0,18.3,21.4,131,38.2,94.8,133,12.6,30.5,21.6,30.6,7,26,36.7,67.3,189.6,165.4,87.8,21.1,13.8,1,10.2,27.8,25.9,-45.9,4.7,0,8.6,6,1.4
"959",2017,"A.j. Hammons","DAL","C",0,23,178,252,26,64.2,61.9,72.8,18.3,48.9,57.3,11.7,15.3,76.4,13.8,30.6,68.8,12.2,44.3,56.6,12.5,32.7,19.9,9.4,2.3,19.9,15.3,32.1,73.4,77.7,72,13.7,8.7,0.7,10.8,25.1,26.7,-13.8,0,0,3.2,2.5,0.4
"960",2017,"Paul Zipser","CHI","SF",18,44,714,1289,134.6,337.9,60.9,72,84.1,186.5,69,50.5,151.4,50.9,47.4,61.2,118.5,22.9,168.2,191.1,4.4,21.7,12.2,55,22.9,26,62.7,119.3,367,364.8,76.9,12.2,14.3,2.1,3.7,22.4,22.2,22.9,0,0,8.3,4.3,1.2
"961",2017,"Ron Baker","NY","SG",13,52,795.5,1310,125.4,331.8,57.8,66.2,90.2,201.8,68.3,35.2,130,41.4,42.8,65.7,99.5,18.3,133,151.4,3.5,16.8,14.5,163.6,52,10.7,85.6,113.1,328.7,360.7,69.7,12.9,26.5,4.7,1.5,29.3,22.7,-84.1,0,0,6.3,2.9,3.1
"962",2017,"Kyle Wiltjer","HOU","PF",0,14,47.4,66,9.4,21.4,43.7,65.6,0,2.3,0,9.4,19.9,47.1,2.3,4.7,76.4,9.4,14,15.3,15.4,23.1,19.3,4.7,7,2.3,11.7,9.4,19.9,22.8,66.2,12.8,14.5,7.8,4.3,38.5,29.9,-58.1,0,0,1.4,1.1,0.3
"963",2017,"Patricio Garino","ORL","SG",0,5,12.6,66,0,10.7,0,0,0,4.7,0,0,11.7,0,0,0,0,2.3,14,10.7,5.7,23.8,13.5,0,0,0,7,9.4,0,10.7,0,-13.4,0,0,0,45.9,15.7,-21.4,0,0,0,2.1,0
"964",2017,"Sheldon Mcclellan","WAS","SG",3,30,257.3,437,45.9,114.7,61.2,69.3,35.2,68.8,78.1,10.7,45.9,35.6,35.2,41.3,130.3,9.4,45.9,52,3.7,17.9,10.2,22.9,12.2,4.7,11.7,26,137.6,132.8,79,17.3,10.7,3.2,1.4,12.7,21.5,-84.1,0,0,4.6,1.7,0.8
"965",2017,"Shawn Long","PHI","PF",0,17,445.4,356,93.3,165.1,86.4,90.7,82.6,136.1,92.8,10.7,29.1,56.3,29.1,53.5,83,61.2,67.3,128.4,28.8,31.8,30.3,19.9,13.8,13.8,19.9,74.9,226.3,188.7,91.6,41.2,16.4,4.4,7.1,14.6,38.9,30.6,2.3,0,13.3,7.6,1.2
"966",2017,"Marshall Plumlee","NY","C",1,21,183.8,260,24.5,44.3,84.4,84.4,24.5,44.3,84.4,0,0,0,12.2,29.1,64.4,35.2,42.8,78,22.2,27.2,24.7,15.3,9.4,9.4,18.3,35.2,61.2,57.1,81.5,18,12.4,2.8,4.5,37.2,19.4,-4.6,2.3,0,2.9,3.7,0.7
"967",2017,"Malcolm Delaney","ATL","PG",2,73,1252.6,1907,221.7,591.7,57.3,62.4,182,425.1,65.4,39.8,166.7,36.5,114.7,142.2,123.2,16.8,175.8,192.7,2.3,15.3,13,296.6,59.6,2.3,143.7,171.2,597.8,654.3,69.9,14.1,35.5,3.6,0.1,27.5,28.1,48.9,0,0,8.2,2.6,4.1
"968",2017,"Mindaugas Kuzminskas","NY","PF",5,68,1086.7,1553,241.6,562.7,65.6,76.9,159,305.8,79.5,82.6,256.9,49.1,84.1,104,123.7,71.9,120.8,192.7,11.6,12.8,10.2,105.5,45.9,16.8,78,120.8,649.8,608.4,81.6,20.7,15.7,3.5,2.1,17.4,29.5,-4.6,0,0,9.6,2.8,1.6
"969",2017,"Daniel Ochefu","WAS","PF",0,19,85.5,113,18.3,41.3,67.9,67.9,18.3,41.3,67.9,0,0,0,0,4.7,0,11.7,26,33.6,11.6,38.9,25.3,7,4.7,0,7,26,36.7,42.6,65.6,12.4,13.5,3.1,0,14.8,27.7,-45.9,0,0,1.9,1.8,0.4
"970",2017,"Nicolas Brussino","DAL","SF",2,54,546.3,797,79.5,215.6,56.4,71.6,35.2,70.3,76.4,44.3,145.3,46.6,26,33.6,118.2,39.8,104,143.7,12.9,24.3,16,71.9,26,12.2,39.8,65.7,229.4,230.4,76.1,17.3,21.2,4,3.2,22.5,24.6,-163.6,0,0,4.2,2.7,1.3
"971",2017,"Dorian Finney-smith","DAL","SF",35,81,1261.6,2509,189.6,510.7,56.7,69.6,104,218.6,72.8,85.6,292,44.8,70.3,93.3,115.3,84.1,256.9,341,8.7,19.1,12,102.4,79.5,36.7,68.8,191.1,535.2,551.7,74.2,12.4,14.1,3.9,3.1,16.9,17.9,-183.5,0,0,6.6,4.2,1.3
"972",2017,"Jonathan Gibson","DAL","PG",0,17,254.4,353,53.5,145.3,56.3,67.6,30.6,76.4,61.2,22.9,68.8,50.9,32.1,44.3,110.7,2.3,32.1,33.6,1.1,16.9,12.9,39.8,12.2,0,32.1,32.1,162.1,164.8,75.1,16.1,28.7,4.2,0,24.9,40.4,-126.9,0,0,9.5,2,2.3
"973",2017,"Okaro White","MIA","PF",0,35,383.9,720,50.5,133,57.9,68.5,32.1,81,60.5,18.3,52,54,30.6,33.6,139,39.8,87.2,126.9,14.1,20.6,14.9,32.1,15.3,15.3,27.5,79.5,149.8,147.8,77.7,12.6,14.1,2.5,3.9,24,16.6,104,0,0,4.3,3.6,0.9
"974",2017,"Alex Abrines","OKC","SG",6,68,958.7,1613,204.9,521.4,60.1,81.2,61.2,143.7,65.1,143.7,377.7,58.3,67.3,74.9,137.3,27.5,102.4,130,4.4,10.8,10.4,61.2,56.6,13.8,50.5,174.3,620.8,554.4,85.6,17.2,12.8,4,1.6,12.8,24.4,7,0,0,9.1,1.9,0.9
"975",2017,"Jarrod Uthoff","DAL","SF",0,9,137.8,174,24.5,58.1,64.4,72.5,19.9,44.3,68.5,7,13.8,50.9,11.7,10.7,109.2,12.2,22.9,35.2,11.8,24.4,17.8,13.8,4.7,9.4,7,12.2,61.2,62.8,74.6,22.3,19.6,2.1,7.3,10.4,27.9,-94.8,0,0,6.8,3.9,1.5
"976",2017,"Troy Williams","HOU","SF",16,31,527.7,852,111.6,253.8,67.3,75.5,84.1,159,80.9,27.5,94.8,44.3,32.1,48.9,100.3,22.9,81,104,6.8,15.9,10.2,38.2,41.3,15.3,50.5,91.7,282.9,275.3,78.6,15.3,14.9,5.5,3.4,23.7,24.9,-113.1,0,0,9.1,3.4,1.2
"977",2017,"Mike Tobey","CHA","C",0,2,14.3,38,2.3,9.4,38.2,38.2,2.3,9.4,38.2,0,0,0,0,0,0,4.7,2.3,7,13.3,10.3,10,2.3,0,0,2.3,4.7,4.7,9.4,38.2,0.7,12.5,0,0,30.6,13.7,-26,0,0,2.4,3.5,1.1
"978",2017,"Tim Quarterman","POR","SG",0,16,96.8,122,19.9,44.3,68.5,84.4,12.2,24.5,76.4,11.7,19.9,58.9,0,7,0,9.4,15.3,21.4,12.9,21.3,14.8,16.8,4.7,7,16.8,14,47.4,46.4,77.7,17.2,32.3,2.9,7,40.7,35,2.3,0,0,3,1.3,1
"979",2017,"Alex Poythress","PHI","SF",1,6,168.3,239,38.2,82.6,70.8,79.4,29.1,53.5,83,14,29.1,48.3,12.2,15.3,122.3,16.8,26,42.8,11.8,18.3,15,11.7,7,2.3,7,21.4,97.9,89.3,83.6,22.5,12,2.2,1.2,11.4,26.1,-55,0,0,16.3,7.1,2
"980",2017,"Semaj Christon","OKC","PG",1,65,779.5,1489,117.7,341,52.8,56.9,99.4,244.6,62.1,18.3,96.3,29.1,26,47.4,83.8,29.1,107,136.1,5,12.2,11.8,198.8,42.8,14,65.7,120.8,279.8,361.8,59.2,15.3,27.6,3.3,1.1,23.5,18.7,-207.9,0,0,4.3,2.1,3.1
"981",2017,"Marcus Georges-hunt","ORL","SG",0,5,44.8,72,4.7,10.7,43.7,43.7,2.3,11.7,30.6,2.3,4.7,76.4,13.8,15.3,137.6,2.3,12.2,13.8,5.2,28.9,15.8,7,2.3,0,4.7,11.7,21.4,17.4,93.1,17.7,12.9,2.4,0,22.8,19.1,-38.2,0,0,4.3,2.8,1.4
"982",2017,"Nicolas Laprovittola","SA","PG",3,18,159,265,30.6,71.9,65.1,81.3,15.3,30.6,76.4,15.3,41.3,56.6,13.8,13.8,152.9,2.3,13.8,15.3,1.5,13.4,7.6,42.8,9.4,2.3,29.1,29.1,90.2,77.9,88.4,14.5,35.2,2.7,1.1,41.5,28,-67.3,0,0,5,0.9,2.4
"983",2017,"Derrick Jones","PHO","SF",8,32,492.5,833,104,183.5,86.7,89.1,99.4,166.7,91.1,7,16.8,41.7,44.3,62.7,108.1,58.1,61.2,119.3,11.3,12.5,11.9,19.9,19.9,21.4,19.9,96.3,256.9,211.1,93.1,19.8,7.9,2.7,4.8,13.1,17.8,50.5,0,0,8,3.7,0.6
"984",2017,"Mark Baker","PHO",NA,0,2,7,12,2.3,2.3,152.9,152.9,2.3,2.3,152.9,0,0,0,2.3,2.3,152.9,0,0,0,0,0,0,0,0,0,0,2.3,7,3.4,152.9,32,0,0,0,0,16.8,7,0,0,3.5,0,0
"985",2018,"Justin Holiday","CHI","SG",72,72,1819.7,2602,333.2,898.5,42.6,54.3,148.2,382.6,44.5,185,515.9,41.2,155.1,188.4,94.6,35.6,298.7,334.4,1.9,14.7,9.1,175.8,91.9,35.6,106.9,154,1006.5,981.4,58.9,14.3,11.6,2.3,1.6,11.3,21,-204.5,2.6,0,14,4.6,2.4
"986",2018,"Khris Middleton","MIL","SF",82,82,3155.8,3425,681.4,1460.4,53.7,60.2,513.6,993.9,59.4,167.8,466.5,41.4,367.7,415.9,101.6,51.7,440.1,491.8,2.3,17.3,11.1,376.9,136.7,24.1,219.5,310.2,1898.1,1643.4,66.3,22,20.3,2.6,0.8,13.5,28.4,113.8,6.6,1.3,23.1,6,4.6
"987",2018,"John Henson","MIL","PF",69,76,1921.8,2262,329.8,576.8,65.7,66,328.6,568.8,66.4,1.3,9.2,16.4,103.4,181.5,65.5,172.4,417.1,589.4,10.3,24.8,17.5,131,51.7,124.1,97.7,232.1,764.1,656.7,66.9,19.2,11.3,1.5,6.2,14.9,17.4,190.7,11.5,0,10.1,7.8,1.7
"988",2018,"Johnny O'Bryant","NY","PF",0,36,365.2,435,78.1,196.5,45.7,50.4,62,147.1,48.5,16.1,49.4,37.5,24.1,28.7,96.5,33.3,74.7,108,11.2,21.8,15.8,16.1,10.6,7.9,17.2,51.7,196.5,209.1,54,15.4,7.4,1.4,1.8,10,26.2,-98.8,0,0,5.5,3,0.4
"989",2018,"E'Twaun Moore","NO","SG",80,82,1916.6,2970,486,956,58.4,67.2,339,610.1,63.9,147.1,345.8,48.8,55.2,78.1,81.1,65.5,208,273.5,3.3,9.7,6.6,214.9,90.8,13.8,117.2,209.1,1174.3,990.3,68.1,16.1,11.6,1.9,0.5,12.2,18.6,173.5,0,0,14.3,3.3,2.6
"990",2018,"Dewayne Dedmon","ATL","C",46,62,1648.6,1772,287.2,548.1,60.2,66.3,229.8,386.1,68.4,57.4,162,40.8,77,98.8,89.5,114.9,447,561.9,9.6,32.3,20.3,103.4,46,58.6,98.8,186.1,708.9,591.6,68.8,20.4,10.6,1.7,3.7,16.4,19.6,-183.8,17.2,0,11.4,9.1,1.7
"991",2018,"Victor Oladipo","IND","SG",75,75,3370.6,2932,735.4,1542,54.8,61.7,550.4,1043.3,60.7,185,498.7,42.6,337.8,422.8,91.8,54,394.1,448.1,2.8,17.3,11.4,371.1,202.2,65.5,252.8,201.1,1993.5,1728,66.3,28.4,24.4,4.6,2.6,14.7,34.7,386.1,4,0,26.6,6,4.9
"992",2018,"Darius Miller","NO","SF",3,82,1185,2233,248.2,559.6,51,68.4,79.3,148.2,61.5,168.9,411.3,47.2,66.6,77,99.5,20.7,167.8,188.4,1.4,10.4,6,127.5,32.2,19.5,67.8,183.8,731.9,593.4,70.9,12.4,9.8,0.9,0.9,11.8,14.8,-19.5,0,0,8.9,2.3,1.6
"993",2018,"Shabazz Napier","POR","PG",9,74,1347.8,1764,256.2,610.1,48.3,57.1,162,359.6,51.7,94.2,250.5,43.2,133.3,158.6,96.6,29.9,165.5,195.3,2.5,11.6,8,172.4,93.1,16.1,103.4,96.5,740,679.9,62.5,17.4,16.7,3.5,1,15.2,22.5,98.8,0,0,10,2.6,2.3
"994",2018,"Jusuf Nurkic","POR","C",79,79,2715.2,2399,551.5,1092.7,58,58,551.5,1084.7,58.4,0,9.2,0,197.6,313.7,72.4,217.2,596.3,813.5,11.4,30.9,21.2,164.3,73.5,127.5,210.3,283.8,1300.7,1230.7,60.7,23.4,13.4,2,5.7,16.8,30.4,182.7,31,0,16.5,10.3,2.1
"995",2018,"Gary Harris","DEN","SG",65,67,2099.5,2648,505.6,1043.3,55.7,65.5,326.3,590.6,63.5,179.2,452.7,45.5,154,186.1,95,42.5,159.7,202.2,2.4,8.9,5.7,222.9,140.2,17.2,136.7,136.7,1344.3,1125.2,68.6,21,14.9,3.5,0.7,12.4,24,204.5,0,0,20.1,3,3.3
"996",2018,"Joe Ingles","UTA","SF",81,82,2302.4,2962,384.9,825,53.7,70,150.5,291.8,59.3,234.4,533.1,50.6,75.8,95.4,91.3,27.6,367.7,395.3,1.4,16.1,10,450.4,104.6,23,182.7,204.5,1080.1,866.9,71.6,18,26.4,2.3,0.9,20,18.5,305.6,5.3,0,13.2,4.8,5.5
"997",2018,"Anthony Tolliver","DET","PF",14,79,1351.5,2018,251.6,542.3,53.3,72.5,68.9,122.9,64.5,182.7,419.4,50.1,121.8,152.8,91.6,57.4,219.5,276.9,4.1,14.1,10,103.4,36.8,24.1,65.5,165.5,807.7,609.6,76.2,17.3,9.9,1.2,1.4,11.1,17.1,26.4,1.3,0,10.2,3.5,1.3
"998",2018,"T.J. Warren","PHO","SF",65,65,2213.1,2460,607.8,1222.5,57.1,58.3,584.8,1119.1,60.1,23,103.4,25.5,221.8,293,87,143.6,239,382.6,8.1,12.1,11,97.7,74.7,47.1,96.5,171.2,1460.4,1351.5,62,22.7,9.5,1.9,2,8.8,28.8,-495.2,7.9,0,22.5,5.9,1.5
"999",2018,"Eric Moreland","DET","PF",3,67,822.2,925,75.8,140.2,62.2,62.2,75.8,140.2,62.2,0,0,0,12.6,33.3,43.5,93.1,226.4,319.4,12.5,31.7,21.9,89.6,35.6,58.6,48.3,133.3,164.3,154.8,60.9,16.9,15.3,2.5,7.4,27.3,11.2,7.9,2.6,0,2.5,4.8,1.3
"1000",2018,"Jeremy Lamb","CHA","SG",18,80,2062.8,2260,436.6,954.8,52.5,59.1,328.6,664.1,56.9,108,290.7,42.7,205.7,239,98.9,56.3,316,372.3,3.5,17.7,10.2,214.9,70.1,36.8,106.9,158.6,1186.9,1060,64.3,21.8,17.8,2,1.8,10.5,25.8,85,0,0,14.8,4.7,2.7
"1001",2018,"Will Barton","DEN","SG",40,81,2725.8,3082,534.3,1182.3,51.9,60.7,355,696.3,58.6,179.2,486,42.4,209.1,259.7,92.5,80.4,389.5,469.9,3.9,16.3,11.3,380.3,94.2,58.6,171.2,193,1456.9,1296.6,64.6,20.7,21.3,2,2.1,13.4,23.9,141.3,2.6,0,18,5.8,4.7
